TimeStamp,X,Y,Z
16:12:14.540,0,1,1
16:12:14.540,6,2,1
16:12:14.540,-2,-1,-2
16:12:14.540,2,-3,1
16:12:14.540,5,0,0
16:12:14.540,3,1,1
16:12:14.540,4,-2,2
16:12:14.540,1,1,2
16:12:14.540,4,2,2
16:12:14.540,7,0,2
16:12:14.540,0,-2,1
16:12:14.540,0,-4,-1
16:12:14.540,8,0,-1
16:12:14.540,3,-2,0
16:12:14.540,4,-2,-1
16:12:14.540,0,4,0
16:12:14.540,8,0,3
16:12:14.540,4,3,4
16:12:14.540,8,0,1
16:12:14.540,4,1,1
16:12:14.540,3,0,2
16:12:14.540,6,-3,1
16:12:14.540,1,3,0
16:12:14.540,6,0,-1
16:12:14.540,0,-1,0
16:12:14.540,2,-3,1
16:12:14.540,1,-1,0
16:12:14.540,3,1,2
16:12:14.540,1,3,3
16:12:14.540,5,1,2
16:12:14.540,6,1,0
16:12:14.572,4,2,1
16:12:14.572,5,3,1
16:12:14.572,4,4,-1
16:12:14.572,5,2,0
16:12:14.572,5,1,1
16:12:14.572,1,5,1
16:12:14.572,0,1,1
16:12:14.572,1,-2,0
16:12:14.572,3,1,1
16:12:14.572,3,0,3
16:12:14.572,6,-1,1
16:12:14.572,-3,-1,1
16:12:14.572,-2,1,0
16:12:14.572,4,5,0
16:12:14.572,0,-1,0
16:12:14.572,2,2,1
16:12:14.572,5,-2,2
16:12:14.572,3,3,0
16:12:14.572,2,0,2
16:12:14.572,7,4,2
16:12:14.572,4,0,1
16:12:14.572,3,-3,0
16:12:14.572,1,1,1
16:12:14.572,4,6,0
16:12:14.572,6,2,0
16:12:14.572,-3,1,0
16:12:14.572,0,0,-1
16:12:14.572,1,1,1
16:12:14.572,2,1,2
16:12:14.572,-2,-3,0
16:12:14.572,6,-1,0
16:12:14.572,3,-2,1
16:12:14.572,7,-2,2
16:12:14.608,2,3,2
16:12:14.608,6,0,2
16:12:14.608,3,2,1
16:12:14.608,1,3,-1
16:12:14.608,0,4,1
16:12:14.608,6,3,0
16:12:14.608,4,1,1
16:12:14.608,1,5,0
16:12:14.608,9,2,0
16:12:14.608,6,0,0
16:12:14.608,3,0,2
16:12:14.608,2,0,2
16:12:14.608,2,-4,2
16:12:14.608,3,1,-1
16:12:14.608,5,1,-1
16:12:14.608,5,2,-1
16:12:14.608,2,-1,-1
16:12:14.608,1,4,1
16:12:14.608,2,0,-1
16:12:14.608,6,1,2
16:12:14.608,7,2,1
16:12:14.608,4,3,1
16:12:14.608,6,-2,3
16:12:14.608,4,3,2
16:12:14.608,4,2,3
16:12:14.608,2,-1,0
16:12:14.608,2,-1,0
16:12:14.608,-5,-1,-1
16:12:14.608,-4,1,0
16:12:14.608,1,1,1
16:12:14.638,2,-2,1
16:12:14.638,3,-1,1
16:12:14.638,0,2,1
16:12:14.638,7,1,1
16:12:14.638,3,1,1
16:12:14.638,3,0,1
16:12:14.638,2,2,1
16:12:14.638,6,0,0
16:12:14.638,6,2,-2
16:12:14.638,1,0,-1
16:12:14.638,7,2,0
16:12:14.638,1,0,2
16:12:14.638,5,1,1
16:12:14.638,3,0,1
16:12:14.638,0,-1,1
16:12:14.638,0,0,1
16:12:14.638,6,1,1
16:12:14.638,5,-1,0
16:12:14.638,1,0,2
16:12:14.638,1,3,1
16:12:14.638,3,3,0
16:12:14.638,3,-4,1
16:12:14.638,-1,6,0
16:12:14.638,4,-1,0
16:12:14.638,5,-4,1
16:12:14.638,4,5,0
16:12:14.639,4,3,2
16:12:14.639,9,-1,0
16:12:14.639,4,4,2
16:12:14.639,3,2,2
16:12:14.639,3,-1,2
16:12:14.639,2,-3,0
16:12:14.670,0,-1,-1
16:12:14.670,3,1,-1
16:12:14.670,2,0,-1
16:12:14.670,2,0,0
16:12:14.670,0,-3,-2
16:12:14.670,3,-2,1
16:12:14.670,8,-1,1
16:12:14.670,2,-1,1
16:12:14.670,2,3,3
16:12:14.670,5,2,3
16:12:14.670,4,-1,0
16:12:14.670,4,5,0
16:12:14.670,3,2,1
16:12:14.670,5,1,0
16:12:14.670,1,1,0
16:12:14.670,0,0,0
16:12:14.670,3,-1,1
16:12:14.670,3,-3,3
16:12:14.670,2,0,2
16:12:14.670,1,2,0
16:12:14.670,5,1,1
16:12:14.670,5,4,1
16:12:14.671,4,-1,0
16:12:14.671,1,2,-1
16:12:14.671,0,3,1
16:12:14.671,2,3,1
16:12:14.671,0,4,1
16:12:14.671,8,2,2
16:12:14.671,4,3,2
16:12:14.671,3,1,2
16:12:14.705,8,1,1
16:12:14.705,-5,0,1
16:12:14.705,-1,-1,0
16:12:14.705,4,3,0
16:12:14.705,2,-1,0
16:12:14.705,4,-1,0
16:12:14.705,1,0,0
16:12:14.705,0,2,0
16:12:14.705,3,-2,1
16:12:14.705,2,-2,1
16:12:14.705,7,2,2
16:12:14.705,3,-3,1
16:12:14.705,5,1,1
16:12:14.705,0,5,0
16:12:14.705,6,4,1
16:12:14.705,6,1,2
16:12:14.705,0,3,0
16:12:14.705,3,3,1
16:12:14.705,2,0,0
16:12:14.705,4,-6,0
16:12:14.705,1,-2,0
16:12:14.705,6,-1,1
16:12:14.705,7,1,1
16:12:14.705,-1,3,1
16:12:14.705,6,0,0
16:12:14.705,5,-1,0
16:12:14.705,6,1,0
16:12:14.705,3,3,0
16:12:14.705,2,0,0
16:12:14.705,2,3,0
16:12:14.705,1,2,1
16:12:14.706,7,4,1
16:12:14.735,8,2,-1
16:12:14.735,2,-3,1
16:12:14.735,3,1,2
16:12:14.735,4,-1,1
16:12:14.735,8,2,1
16:12:14.735,1,0,0
16:12:14.735,1,-1,0
16:12:14.735,2,-3,0
16:12:14.735,-3,2,-1
16:12:14.735,1,1,-1
16:12:14.735,2,-1,-1
16:12:14.735,4,-1,0
16:12:14.735,6,-3,1
16:12:14.735,4,0,2
16:12:14.735,5,3,2
16:12:14.735,4,1,0
16:12:14.735,-1,0,1
16:12:14.735,1,4,0
16:12:14.735,-2,-1,0
16:12:14.735,-1,2,0
16:12:14.735,2,3,-1
16:12:14.735,4,0,0
16:12:14.735,1,1,0
16:12:14.737,1,1,2
16:12:14.738,2,0,1
16:12:14.738,2,0,2
16:12:14.738,3,-2,2
16:12:14.738,6,2,0
16:12:14.738,5,-3,1
16:12:14.762,9,0,-1
16:12:14.763,-1,1,0
16:12:14.763,4,2,0
16:12:14.763,5,3,0
16:12:14.763,4,0,1
16:12:14.763,3,5,1
16:12:14.763,3,1,1
