TimeStamp,X,Y,Z
18:7:21.51,2,0,0
18:7:21.51,1,-4,0
18:7:21.51,-2,-3,0
18:7:21.51,1,2,1
18:7:21.51,0,-1,0
18:7:21.51,-6,0,-1
18:7:21.51,-2,-5,1
18:7:21.51,0,-1,0
18:7:21.51,0,-2,-1
18:7:21.51,-1,-1,0
18:7:21.51,-4,-3,0
18:7:21.51,-3,-1,-1
18:7:21.51,-4,-6,0
18:7:21.51,-6,-3,-3
18:7:21.51,0,-1,-2
18:7:21.51,1,-1,-1
18:7:21.51,-3,-3,-1
18:7:21.51,1,-2,-1
18:7:21.51,-6,-2,1
18:7:21.51,-5,0,-2
18:7:21.51,-1,-2,0
18:7:21.51,0,-3,-2
18:7:21.51,-1,0,-1
18:7:21.51,-9,-1,-2
18:7:21.51,-1,0,-3
18:7:21.51,1,2,-1
18:7:21.51,-2,-4,-1
18:7:21.51,-3,-3,-1
18:7:21.51,0,-5,-1
18:7:21.51,-2,0,-1
18:7:21.82,-5,-5,-1
18:7:21.82,-1,-6,-3
18:7:21.82,2,-2,-3
18:7:21.82,5,-5,-2
18:7:21.82,0,-3,-1
18:7:21.82,-7,-2,-2
18:7:21.82,-2,2,0
18:7:21.82,-1,-2,-2
18:7:21.82,1,0,-1
18:7:21.82,3,-2,1
18:7:21.82,0,-2,0
18:7:21.82,1,0,0
18:7:21.82,-1,3,0
18:7:21.82,3,1,0
18:7:21.82,0,-1,-2
18:7:21.82,-3,-3,0
18:7:21.82,-6,-3,-1
18:7:21.82,-2,-3,-1
18:7:21.82,-2,-4,-2
18:7:21.82,-6,-2,-1
18:7:21.82,-5,-1,-3
18:7:21.82,-1,-1,-2
18:7:21.82,2,-2,0
18:7:21.82,-3,-4,-4
18:7:21.82,-2,-2,-3
18:7:21.82,-2,-4,-2
18:7:21.82,-4,1,-1
18:7:21.82,-1,3,-1
18:7:21.82,3,-2,0
18:7:21.82,-2,0,1
18:7:21.82,-5,2,-1
18:7:21.115,-4,-1,-2
18:7:21.115,-8,-2,-3
18:7:21.115,-5,-2,-3
18:7:21.115,-2,1,-1
18:7:21.115,2,-5,0
18:7:21.115,1,-6,0
18:7:21.115,-5,-2,-1
18:7:21.115,-4,0,-3
18:7:21.115,-3,-2,0
18:7:21.115,-2,-1,-1
18:7:21.115,1,1,0
18:7:21.115,-2,-5,-1
18:7:21.115,-1,-1,-2
18:7:21.115,-3,0,0
18:7:21.115,-1,2,1
18:7:21.115,-2,0,0
18:7:21.115,-3,-3,-1
18:7:21.115,-3,1,-1
18:7:21.115,-1,-1,-1
18:7:21.115,-3,-5,-2
18:7:21.115,-5,-2,-3
18:7:21.115,-3,-2,-2
18:7:21.115,-1,-4,-1
18:7:21.115,-5,-4,-2
18:7:21.115,-5,-2,-2
18:7:21.115,0,0,-1
18:7:21.115,-2,-5,0
18:7:21.115,2,-2,-2
18:7:21.115,2,-3,-2
18:7:21.115,0,-2,-1
18:7:21.115,1,4,-2
18:7:21.115,-1,1,0
18:7:21.147,2,-2,-3
18:7:21.147,-2,-1,-2
18:7:21.147,-4,-1,-2
18:7:21.147,-4,-1,-1
18:7:21.147,6,-5,0
18:7:21.147,-7,-1,0
18:7:21.147,-2,-1,-1
18:7:21.147,2,-1,-1
18:7:21.147,-2,-3,-1
18:7:21.147,-4,-6,-2
18:7:21.147,-4,-4,-2
18:7:21.147,-1,-4,-1
18:7:21.147,-1,-3,-1
18:7:21.147,-5,-1,0
18:7:21.147,1,-1,-1
18:7:21.147,0,-4,1
18:7:21.147,-3,-1,1
18:7:21.147,2,1,-1
18:7:21.147,-2,-1,-1
18:7:21.147,-2,-4,-1
18:7:21.147,-3,3,-1
18:7:21.147,3,0,-2
18:7:21.147,-2,-4,-2
18:7:21.147,-2,-1,1
18:7:21.147,-6,-1,-1
18:7:21.147,-1,-5,-1
18:7:21.147,0,-2,-1
18:7:21.147,0,1,-1
18:7:21.147,-2,-3,0
18:7:21.147,1,-4,-3
18:7:21.147,-5,0,-1
18:7:21.147,2,1,-1
18:7:21.176,-2,1,-1
18:7:21.176,-3,0,-1
18:7:21.176,-2,1,-1
18:7:21.176,-1,-2,0
18:7:21.176,0,-1,0
18:7:21.176,1,-5,-1
18:7:21.176,0,-3,-2
18:7:21.176,-3,-8,-3
18:7:21.176,-2,-4,-2
18:7:21.176,-4,-1,-2
18:7:21.176,-2,-2,-1
18:7:21.176,-2,-6,0
18:7:21.176,-1,-2,0
18:7:21.176,2,-3,-1
18:7:21.176,-3,-3,-2
18:7:21.176,-3,3,-1
18:7:21.176,-4,-4,1
18:7:21.176,0,-1,-3
18:7:21.176,4,-6,-1
18:7:21.176,-2,-2,-1
18:7:21.176,-4,0,-1
