TimeStamp,X,Y,Z
13:35:6.88,1,-2,1
13:35:6.88,-3,6,2
13:35:6.88,1,3,2
13:35:6.88,-6,1,1
13:35:6.88,-1,6,1
13:35:6.88,-1,2,1
13:35:6.88,-4,3,0
13:35:6.88,-1,6,-1
13:35:6.88,-3,3,1
13:35:6.88,-2,5,3
13:35:6.88,-5,4,1
13:35:6.88,-1,0,0
13:35:6.88,-3,-1,1
13:35:6.88,-7,3,1
13:35:6.89,-1,5,2
13:35:6.89,1,2,1
13:35:6.89,-1,1,0
13:35:6.89,-2,4,1
13:35:6.89,-2,6,0
13:35:6.89,0,5,1
13:35:6.89,1,2,2
13:35:6.89,0,5,2
13:35:6.89,3,4,2
13:35:6.89,0,5,2
13:35:6.89,-6,4,1
13:35:6.89,1,6,3
13:35:6.89,-1,1,1
13:35:6.89,0,1,2
13:35:6.89,-5,5,0
13:35:6.89,-3,2,1
13:35:6.120,0,0,2
13:35:6.120,-7,3,0
13:35:6.120,-3,3,1
13:35:6.120,1,4,2
13:35:6.120,2,3,2
13:35:6.120,-2,2,0
13:35:6.120,3,3,1
13:35:6.120,2,2,1
13:35:6.120,-3,6,1
13:35:6.120,0,6,2
13:35:6.120,4,5,3
13:35:6.120,-2,2,2
13:35:6.120,-1,5,2
13:35:6.120,-2,4,1
13:35:6.120,-6,4,2
13:35:6.120,0,2,3
13:35:6.120,6,7,0
13:35:6.120,-4,3,1
13:35:6.120,0,1,2
13:35:6.120,-3,4,1
13:35:6.120,0,2,0
13:35:6.120,-4,3,1
13:35:6.120,-2,5,0
13:35:6.120,-1,4,0
13:35:6.120,-2,1,2
13:35:6.120,-1,6,1
13:35:6.120,-2,7,2
13:35:6.120,2,8,1
13:35:6.120,-2,4,1
13:35:6.120,1,5,3
13:35:6.120,-6,6,4
13:35:6.120,1,3,4
13:35:6.120,-2,1,2
13:35:6.154,-3,4,0
13:35:6.154,1,3,2
13:35:6.154,0,1,2
13:35:6.154,-12,2,1
13:35:6.154,-3,2,0
13:35:6.154,0,4,1
13:35:6.154,1,-1,2
13:35:6.154,-3,3,2
13:35:6.154,2,4,3
13:35:6.154,-3,5,1
13:35:6.154,-6,5,1
13:35:6.154,0,5,2
13:35:6.154,-4,3,1
13:35:6.154,3,0,1
13:35:6.154,-2,3,0
13:35:6.154,-2,2,0
13:35:6.154,0,3,3
13:35:6.154,-7,3,2
13:35:6.154,-2,6,2
13:35:6.154,-7,1,1
13:35:6.154,-5,2,0
13:35:6.154,-2,2,0
13:35:6.154,-4,3,0
13:35:6.154,-2,1,0
13:35:6.154,-4,1,0
13:35:6.154,-3,5,2
13:35:6.154,4,5,3
13:35:6.154,-2,3,3
13:35:6.155,-4,3,1
13:35:6.155,0,6,3
13:35:6.155,1,4,2
13:35:6.190,2,0,2
13:35:6.190,-1,7,1
13:35:6.190,2,4,1
13:35:6.190,-6,0,0
13:35:6.190,-4,0,1
13:35:6.190,-5,3,3
13:35:6.190,0,0,4
13:35:6.190,-8,2,1
13:35:6.190,-4,4,3
13:35:6.190,1,0,2
13:35:6.190,-2,1,1
