TimeStamp,X,Y,Z
13:1:5.486,4,0,0
13:1:5.486,2,3,0
13:1:5.486,8,-1,1
13:1:5.486,2,1,-1
13:1:5.486,-1,2,0
13:1:5.486,4,-1,0
13:1:5.486,2,0,-3
13:1:5.486,-1,-5,-1
13:1:5.486,-2,0,-2
13:1:5.486,-1,2,-2
13:1:5.486,4,-4,0
13:1:5.486,-1,2,1
13:1:5.486,2,0,-1
13:1:5.486,5,2,0
13:1:5.486,-2,-1,-1
13:1:5.486,5,-3,-2
13:1:5.486,6,5,0
13:1:5.486,7,-1,-1
13:1:5.486,4,-3,0
13:1:5.486,-3,2,-1
13:1:5.486,8,-1,1
13:1:5.486,4,1,1
13:1:5.486,4,3,-1
13:1:5.487,4,2,-1
13:1:5.487,-2,-3,0
13:1:5.487,-2,-1,-1
13:1:5.487,-3,7,-2
13:1:5.487,8,0,-3
13:1:5.519,2,-2,-1
13:1:5.519,-1,2,0
13:1:5.519,1,2,1
13:1:5.519,1,-1,0
13:1:5.519,1,0,0
13:1:5.519,2,2,0
13:1:5.519,2,-2,0
13:1:5.519,4,4,0
13:1:5.519,2,5,0
13:1:5.519,3,3,-1
13:1:5.519,3,3,0
13:1:5.519,-3,0,0
13:1:5.519,2,3,1
13:1:5.519,0,0,0
13:1:5.519,2,-1,-1
13:1:5.519,0,4,0
13:1:5.519,2,-1,-1
13:1:5.519,6,-2,-2
13:1:5.519,-7,0,-1
13:1:5.519,-1,4,-2
13:1:5.519,3,5,-1
13:1:5.519,3,-4,0
13:1:5.519,2,3,1
13:1:5.519,6,-2,1
13:1:5.519,5,1,-1
13:1:5.519,-5,6,0
13:1:5.519,2,3,-1
13:1:5.519,5,2,0
13:1:5.519,1,-6,-1
13:1:5.519,2,1,-1
13:1:5.519,-3,-1,-2
13:1:5.519,2,-1,-1
13:1:5.549,-3,3,1
13:1:5.549,2,3,-1
13:1:5.549,5,0,-1
13:1:5.549,1,-1,-1
13:1:5.549,-2,-4,-1
13:1:5.549,7,4,-1
13:1:5.549,8,-2,-1
13:1:5.549,5,-3,0
13:1:5.549,-1,3,0
13:1:5.549,6,1,0
13:1:5.549,0,0,1
13:1:5.549,-1,2,0
13:1:5.549,2,4,0
13:1:5.549,2,-2,0
13:1:5.549,6,-4,-1
13:1:5.549,-1,5,0
13:1:5.549,4,3,-1
13:1:5.549,4,-2,0
13:1:5.549,0,-2,0
13:1:5.549,2,-2,0
13:1:5.549,4,-2,-1
13:1:5.549,-3,0,0
13:1:5.549,-2,2,0
13:1:5.549,6,-2,-2
13:1:5.549,7,2,-1
13:1:5.549,-1,3,-2
13:1:5.549,1,1,-1
13:1:5.549,4,2,0
13:1:5.549,4,-3,-1
13:1:5.549,-2,0,1
13:1:5.579,6,-1,0
13:1:5.579,1,0,0
13:1:5.579,2,-4,0
13:1:5.579,1,4,-1
13:1:5.579,6,0,-2
13:1:5.579,-4,-3,-2
13:1:5.579,0,-1,-2
13:1:5.579,6,3,-2
13:1:5.579,3,-3,0
13:1:5.579,7,-1,-1
13:1:5.579,2,2,0
13:1:5.579,1,1,0
13:1:5.579,4,-2,0
13:1:5.579,2,-2,-1
13:1:5.579,3,1,-1
13:1:5.579,4,-4,-3
13:1:5.579,1,1,-1
13:1:5.579,3,4,0
13:1:5.579,4,2,0
13:1:5.579,1,-1,-1
13:1:5.579,3,3,0
13:1:5.579,1,4,-1
13:1:5.579,1,-4,0
13:1:5.579,0,-2,0
13:1:5.579,3,5,-1
13:1:5.579,3,1,-1
13:1:5.579,4,0,-1
13:1:5.579,-1,1,0
13:1:5.579,3,4,1
13:1:5.579,4,1,1
13:1:5.579,1,0,0
13:1:5.579,4,1,1
13:1:5.613,3,4,-1
13:1:5.613,5,2,-1
13:1:5.613,2,1,0
13:1:5.613,4,0,-2
13:1:5.613,0,2,-2
13:1:5.613,-3,-1,-2
13:1:5.613,-1,-1,-1
13:1:5.613,1,1,0
13:1:5.613,1,0,0
13:1:5.613,0,-2,-1
13:1:5.613,1,3,-1
13:1:5.613,4,0,-1
13:1:5.613,-5,0,0
13:1:5.613,-2,1,-1
13:1:5.613,1,2,-2
13:1:5.613,1,2,-1
13:1:5.613,2,1,0
13:1:5.613,1,3,1
13:1:5.613,3,1,-1
13:1:5.613,-1,-2,-1
13:1:5.613,-1,1,-2
13:1:5.613,3,3,-1
13:1:5.613,1,-4,-1
13:1:5.613,-1,2,-2
13:1:5.613,2,2,-1
13:1:5.613,1,0,-1
13:1:5.613,-1,1,0
13:1:5.613,1,0,-2
13:1:5.613,2,2,0
13:1:5.613,1,-3,-1
13:1:5.613,-2,-2,-1
13:1:5.613,3,2,-1
13:1:5.613,2,-5,0
13:1:5.613,8,-3,-3
13:1:5.647,-2,2,-1
13:1:5.648,5,5,0
13:1:5.648,2,2,-1
13:1:5.648,0,0,0
13:1:5.648,-2,3,0
