TimeStamp,X,Y,Z
14:4:30.496,-2,-2,0
14:4:30.496,-2,-4,-1
14:4:30.496,2,-3,-3
14:4:30.496,0,-6,-3
14:4:30.496,2,-3,-1
14:4:30.496,4,1,-2
14:4:30.496,3,-1,-1
14:4:30.496,-1,2,0
14:4:30.496,2,-3,0
14:4:30.496,0,0,0
14:4:30.496,2,-5,0
14:4:30.496,-3,-2,-2
14:4:30.496,1,0,-2
14:4:30.496,-1,-4,-1
14:4:30.496,1,-5,-2
14:4:30.496,-2,-4,-2
14:4:30.496,6,-4,-1
14:4:30.496,2,-5,1
14:4:30.497,-1,0,-2
14:4:30.497,3,-3,-2
14:4:30.497,3,-1,-1
14:4:30.497,7,2,-1
14:4:30.497,-3,4,-1
14:4:30.497,0,1,-2
14:4:30.497,2,-2,-1
14:4:30.497,4,-1,-1
14:4:30.497,-4,-5,-1
14:4:30.497,3,-4,1
14:4:30.497,0,-1,-2
14:4:30.525,1,0,0
14:4:30.525,4,-1,-1
14:4:30.525,-3,-5,-2
14:4:30.525,-3,-2,-1
14:4:30.525,0,1,-3
14:4:30.525,3,-1,-1
14:4:30.525,3,-4,-1
14:4:30.525,0,2,1
14:4:30.525,2,-2,0
14:4:30.525,0,-1,1
14:4:30.525,5,-2,0
14:4:30.525,2,-1,-1
14:4:30.525,1,-2,-2
14:4:30.525,0,-8,-2
14:4:30.525,0,-3,-1
14:4:30.525,-4,-3,-1
14:4:30.525,1,-10,-2
14:4:30.525,-3,-2,1
14:4:30.525,-4,-2,-2
14:4:30.525,0,-3,0
14:4:30.525,-3,-4,-2
14:4:30.525,-4,-2,-1
14:4:30.525,5,0,-1
14:4:30.525,3,-6,-1
14:4:30.525,2,-1,-1
14:4:30.525,-1,-2,-1
14:4:30.525,6,0,1
14:4:30.525,0,-2,1
14:4:30.525,-1,0,0
14:4:30.525,3,0,-1
14:4:30.525,-1,-4,-1
14:4:30.563,-2,-3,0
14:4:30.563,0,5,0
14:4:30.563,-1,-4,-1
14:4:30.563,2,-5,-1
14:4:30.563,-5,-3,-1
14:4:30.563,4,-1,-1
14:4:30.563,2,-5,1
14:4:30.563,-7,1,-2
14:4:30.563,3,0,0
14:4:30.563,3,-5,-2
14:4:30.563,2,-2,0
14:4:30.563,1,0,-1
14:4:30.563,4,1,-3
14:4:30.563,3,1,0
14:4:30.563,-1,-1,1
14:4:30.563,1,-5,0
14:4:30.563,-1,-3,0
14:4:30.563,-1,-4,0
14:4:30.563,-1,-2,0
14:4:30.563,-3,-4,-2
14:4:30.563,5,-8,-2
14:4:30.563,-7,-7,-1
14:4:30.563,-5,-1,-2
14:4:30.563,-1,2,-1
14:4:30.563,0,-5,0
14:4:30.563,1,-2,2
14:4:30.563,2,-4,1
14:4:30.563,2,-3,0
14:4:30.563,0,-1,1
14:4:30.564,2,-6,0
14:4:30.564,2,0,-1
14:4:30.564,0,-6,-1
14:4:30.603,-1,-3,-2
14:4:30.603,0,-4,-1
14:4:30.603,1,-3,-1
14:4:30.603,-4,-4,-1
14:4:30.603,1,1,-3
14:4:30.603,1,-1,0
14:4:30.603,3,-4,0
14:4:30.603,2,-3,-2
14:4:30.603,-1,-1,-2
14:4:30.603,0,-4,-2
14:4:30.604,3,-3,-2
14:4:30.604,-3,-3,-1
14:4:30.604,6,-5,0
14:4:30.604,-2,-4,-1
14:4:30.604,0,-1,-1
14:4:30.604,1,-3,-1
14:4:30.604,-2,-1,0
14:4:30.604,5,-3,0
14:4:30.604,1,4,-1
14:4:30.604,2,2,-1
14:4:30.604,4,-3,-2
14:4:30.604,-3,-2,0
14:4:30.604,-1,-6,-1
14:4:30.604,-5,-8,-1
14:4:30.604,-3,-4,-1
14:4:30.604,-2,-6,-2
14:4:30.604,1,-4,0
14:4:30.604,4,-7,-2
14:4:30.604,-1,-3,-1
14:4:30.604,1,0,-1
14:4:30.604,4,0,0
14:4:30.605,-3,-2,0
14:4:30.622,2,2,1
14:4:30.622,4,-3,-1
14:4:30.622,0,-6,0
14:4:30.622,0,-3,-1
14:4:30.622,-7,-2,-1
14:4:30.622,3,-5,-3
14:4:30.622,-7,-6,-2
14:4:30.622,-2,-3,-1
14:4:30.622,-3,1,-1
14:4:30.622,0,-5,-1
14:4:30.622,5,-4,-1
14:4:30.622,1,-1,-2
14:4:30.622,1,-5,-1
14:4:30.622,-3,-2,-2
14:4:30.622,-4,-4,-1
14:4:30.622,3,0,-2
14:4:30.622,1,-3,-1
14:4:30.622,2,-7,-2
14:4:30.622,0,-1,-1
14:4:30.622,10,0,0
14:4:30.622,-1,1,0
14:4:30.622,0,-3,-1
14:4:30.622,1,-1,-2
14:4:30.622,-1,-4,-2
14:4:30.622,0,-2,-2
14:4:30.622,-1,-7,-2
14:4:30.622,1,-5,-2
14:4:30.622,-1,-6,-2
14:4:30.622,-5,-2,-1
14:4:30.622,4,-5,-1
14:4:30.659,0,-5,0
14:4:30.659,2,-6,0
