TimeStamp,X,Y,Z
18:0:14.927,0,0,-2
18:0:14.927,1,0,-2
18:0:14.927,1,-2,0
18:0:14.927,5,-1,-1
18:0:14.927,-3,2,-2
18:0:14.927,2,-1,-1
18:0:14.927,-1,0,-2
18:0:14.927,1,-4,-3
18:0:14.927,-5,-3,-2
18:0:14.927,-6,-1,-1
18:0:14.927,-2,-1,0
18:0:14.927,-4,-1,-1
18:0:14.927,-1,-1,-2
18:0:14.927,1,-2,-1
18:0:14.927,-6,0,0
18:0:14.927,-1,0,-1
18:0:14.927,1,1,-2
18:0:14.927,2,-3,0
18:0:14.927,0,1,-1
18:0:14.927,-2,3,0
18:0:14.927,-2,-1,-1
18:0:14.927,-2,4,-2
18:0:14.927,3,2,-2
18:0:14.927,2,-1,-2
18:0:14.928,2,-2,-1
18:0:14.928,3,-1,-1
18:0:14.928,0,3,0
18:0:14.928,5,-1,2
18:0:14.928,1,-1,-1
18:0:14.928,0,0,-1
18:0:14.928,-3,1,-1
18:0:14.928,-1,-3,-3
18:0:14.960,-5,-2,-3
18:0:14.960,-3,0,-3
18:0:14.960,0,-2,0
18:0:14.960,0,-2,-2
18:0:14.960,-1,-1,-1
18:0:14.960,3,1,1
18:0:14.960,2,1,0
18:0:14.960,3,3,-1
18:0:14.960,-2,0,0
18:0:14.960,0,-1,-1
18:0:14.960,0,-2,-1
18:0:14.960,0,4,-2
18:0:14.960,-1,0,0
18:0:14.960,0,-3,-3
18:0:14.960,-5,-2,-2
18:0:14.960,-2,-1,-1
18:0:14.960,0,1,0
18:0:14.960,1,-2,-2
18:0:14.960,-3,-1,-2
18:0:14.960,1,0,-3
18:0:14.960,1,-2,0
18:0:14.960,-4,-1,-3
18:0:14.960,-3,-1,-2
18:0:14.960,-1,2,-3
18:0:14.960,-2,-3,1
18:0:14.960,3,0,-1
18:0:14.960,-3,3,0
18:0:14.960,4,1,1
18:0:14.960,0,0,-1
18:0:14.960,0,4,0
18:0:14.960,0,0,-1
18:0:14.960,-8,-2,-1
18:0:14.989,-5,-3,-2
18:0:14.989,-5,1,-2
18:0:14.989,0,-3,-2
18:0:14.989,0,-5,-1
18:0:14.989,-5,-1,0
18:0:14.989,0,-1,1
18:0:14.989,-2,0,-1
18:0:14.989,0,-1,-1
18:0:14.989,2,0,-1
18:0:14.989,6,-2,-3
